lat,lon,expiry_days_left,distance_mm,time_to_migrate_s,sample_volume_uL,sample_pH,sample_turbidity_NTU,sample_temp_C,ambient_T_C,ambient_RH_pct,lighting_lux,tilt_deg,preincubation_time_s,time_since_sampling_min,image_blur_score,tempo_transporte_horas,estimated_concentration_ppb,incerteza_estimativa_ppb,control_line_ok,controle_interno_result,result_class
0.0,0.0,422,23.48,504.6,70.9,6.83,14.5,22.7,23.2,49.8,453.0,2.0,34.5,13.2,0.147,11.62,26.35,5.11,1,2,positive
0.0,0.0,350,20.18,454.7,76.9,6.48,2.9,19.4,19.1,43.5,497.7,4.4,9.8,9.9,0.119,12.5,23.89,3.09,1,2,positive
0.0,0.0,423,19.83,239.7,67.3,8.29,5.8,25.0,26.1,91.6,342.5,2.1,22.4,160.1,0.0,11.12,22.71,2.12,1,2,negative
0.0,0.0,302,22.49,534.3,83.8,6.96,17.3,21.7,25.9,46.8,449.1,2.9,19.5,21.0,0.0,10.98,30.1,2.86,1,2,positive
0.0,0.0,381,24.1,256.8,84.1,7.7,13.0,21.8,24.9,55.3,157.2,5.1,28.6,106.1,0.285,15.21,30.69,5.23,1,2,positive
0.0,0.0,411,27.91,425.5,63.5,7.48,9.4,19.9,27.3,47.1,479.1,5.3,38.1,83.6,0.17,2.26,35.78,2.49,1,2,positive
0.0,0.0,149,40.56,533.8,74.3,6.99,10.7,19.1,23.1,74.8,181.3,5.2,27.4,49.8,0.25,22.44,37.97,5.58,1,2,positive
0.0,0.0,435,27.94,626.6,83.3,8.2,26.4,21.9,20.3,94.8,427.3,0.7,24.3,36.2,0.329,9.55,32.89,5.77,1,2,positive
0.0,0.0,51,28.19,661.1,62.9,6.91,13.3,30.8,25.7,67.5,564.3,0.9,16.7,37.9,0.381,6.02,36.89,4.73,1,2,positive
0.0,0.0,297,12.88,453.9,63.8,6.76,20.8,24.3,31.0,76.4,604.9,1.0,29.3,26.4,0.248,11.71,15.3,1.31,1,2,negative
0.0,0.0,433,25.41,440.0,68.7,6.12,2.6,26.1,34.8,59.5,303.2,3.6,16.5,80.6,0.0,17.47,31.46,2.04,1,2,positive
0.0,0.0,354,21.47,387.6,70.6,8.26,22.6,24.3,28.9,54.8,261.3,0.4,30.6,49.9,0.0,1.1,27.06,2.32,1,2,positive
0.0,0.0,168,17.56,318.0,78.0,6.75,13.3,19.9,20.8,72.3,256.8,3.9,41.6,106.0,0.25,7.15,24.24,2.58,1,2,negative
0.0,0.0,459,18.69,459.9,59.9,8.11,22.2,19.7,27.0,63.2,226.4,0.3,30.3,45.8,0.152,2.59,20.74,2.81,1,2,negative
0.0,0.0,517,19.52,451.7,72.4,6.86,3.0,22.5,23.2,66.5,210.9,1.2,35.3,7.2,0.0,6.01,22.43,3.04,1,2,negative
0.0,0.0,266,26.32,548.3,73.4,8.14,43.0,25.5,20.7,44.5,282.6,2.3,15.9,58.5,0.0,6.44,30.7,3.34,1,2,positive
0.0,0.0,408,5.51,555.0,88.8,7.37,8.6,27.8,26.4,52.2,315.3,2.9,34.6,164.7,0.0,2.31,4.7,0.53,1,2,negative
0.0,0.0,534,26.92,326.2,55.1,6.8,10.3,24.2,23.9,73.5,394.0,5.5,31.8,64.4,0.0,17.59,36.0,4.67,1,2,positive
0.0,0.0,443,17.41,451.9,72.3,7.06,16.2,23.5,27.0,60.4,458.5,4.8,37.3,48.9,0.0,3.0,21.57,1.27,1,2,negative
0.0,0.0,238,28.79,370.6,74.1,6.97,17.2,22.4,22.2,77.9,324.7,3.3,38.5,68.0,0.0,2.23,38.99,7.33,1,2,positive
0.0,0.0,195,13.26,396.8,55.2,7.5,27.0,22.6,25.8,76.3,216.6,6.9,16.8,61.8,0.0,9.51,14.25,1.71,1,2,negative
0.0,0.0,425,20.26,399.9,68.9,7.72,28.6,25.2,17.6,50.4,488.2,0.2,50.1,71.9,0.0,18.11,21.87,4.22,0,2,invalid
0.0,0.0,441,28.3,447.9,69.5,7.27,9.0,20.9,29.6,70.0,335.1,1.7,45.4,47.2,0.0,6.95,38.12,7.56,1,2,positive
0.0,0.0,401,30.92,276.0,79.8,7.73,2.6,17.5,27.9,47.3,517.1,0.6,28.0,45.8,0.0,4.85,37.82,1.9,1,2,positive
0.0,0.0,289,16.92,495.6,64.3,5.05,13.8,23.9,21.9,57.2,224.6,1.1,28.9,96.2,0.0,11.98,16.86,2.11,1,2,negative
0.0,0.0,230,34.05,522.1,65.0,6.39,11.1,22.5,21.1,64.3,387.0,1.9,23.4,101.9,0.094,16.81,37.35,5.78,1,2,positive
0.0,0.0,143,12.95,342.2,63.8,7.99,17.6,31.9,29.5,57.1,447.4,2.7,45.8,54.2,0.0,12.12,12.66,1.72,1,2,negative
0.0,0.0,251,34.91,486.1,59.2,7.22,23.6,23.4,29.9,78.1,375.2,1.0,12.5,125.0,0.0,5.18,39.68,5.48,1,2,positive
0.0,0.0,71,29.56,334.0,71.9,8.86,8.0,26.6,24.0,30.5,468.1,0.9,28.2,32.2,0.0,7.98,35.7,6.93,1,2,positive
0.0,0.0,43,19.28,308.0,85.7,7.37,14.5,17.0,27.7,63.9,368.3,4.8,36.2,92.7,0.0,3.31,24.32,3.96,1,1,negative
0.0,0.0,315,21.83,402.2,72.5,6.5,33.6,26.2,22.0,40.1,330.5,0.3,25.2,64.2,0.0,2.68,24.79,1.93,1,2,positive
0.0,0.0,102,15.55,393.3,59.5,7.3,43.6,20.3,27.3,50.4,430.0,4.2,39.8,60.6,0.0,6.51,16.69,2.74,1,2,negative
0.0,0.0,531,20.1,549.1,68.0,7.92,10.5,24.4,27.6,34.7,242.6,0.1,25.1,49.4,0.203,5.91,25.08,2.2,1,2,negative
0.0,0.0,102,13.18,210.7,64.0,5.36,10.6,13.6,24.3,46.7,465.0,0.6,35.2,76.3,0.0,8.76,14.23,1.48,1,2,negative
0.0,0.0,296,31.03,456.7,68.8,5.87,12.7,22.4,26.8,51.8,305.5,4.6,41.3,102.9,0.0,11.82,36.3,2.56,1,2,positive
0.0,0.0,56,27.27,405.5,61.9,8.55,23.4,27.5,29.0,57.1,571.9,0.8,38.9,12.2,0.36,3.17,35.58,6.35,1,2,positive
0.0,0.0,257,29.42,502.1,67.1,8.1,11.8,19.9,27.5,35.1,340.4,3.8,37.9,32.5,0.0,6.71,37.79,5.45,1,2,positive
0.0,0.0,251,16.69,527.7,72.8,7.85,14.5,27.2,35.0,63.4,44.1,5.0,27.4,65.8,0.0,3.44,15.51,2.52,1,2,negative
0.0,0.0,40,30.71,353.9,59.2,5.97,5.9,27.5,25.1,56.0,331.8,1.2,32.9,34.0,0.0,13.64,37.49,3.29,1,0,positive
0.0,0.0,283,12.44,344.9,67.1,6.7,15.1,17.2,25.7,87.0,374.9,5.8,16.0,74.0,0.0,10.43,6.87,1.28,1,2,negative
0.0,0.0,255,26.1,264.8,91.4,5.18,8.2,25.1,25.8,88.7,483.6,3.9,32.6,27.7,0.0,7.91,30.74,2.06,1,2,positive
0.0,0.0,29,24.96,453.0,64.2,6.29,3.1,14.4,20.1,54.4,326.9,5.0,10.6,59.6,0.0,13.11,29.6,4.96,1,2,positive
0.0,0.0,171,18.39,419.2,62.4,7.02,60.9,24.3,21.3,43.4,404.0,0.8,22.7,32.8,0.0,17.37,18.99,1.04,1,2,negative
0.0,0.0,350,31.75,421.6,58.3,7.06,15.1,21.1,32.0,49.7,322.6,3.3,42.8,14.2,0.0,3.71,35.16,3.18,1,2,positive
0.0,0.0,459,21.54,458.9,67.8,5.59,10.4,18.2,24.4,48.0,105.9,2.2,21.9,39.5,0.0,17.48,28.36,3.53,1,2,negative
0.0,0.0,127,24.15,529.9,76.0,6.15,13.0,21.9,26.3,50.3,344.7,2.1,4.2,4.0,0.0,14.1,31.97,5.71,1,2,positive
0.0,0.0,345,27.33,473.4,70.3,6.55,20.8,27.8,29.3,62.8,334.5,3.4,21.7,30.2,0.397,6.18,33.17,3.13,1,2,positive
0.0,0.0,385,25.76,222.5,61.9,6.35,25.8,22.5,28.5,33.1,248.8,0.1,27.2,12.3,0.069,11.61,31.67,1.63,0,2,invalid
0.0,0.0,497,19.79,313.3,63.3,5.56,23.2,19.5,19.5,51.2,125.1,0.5,27.4,20.4,0.0,9.27,26.15,2.89,1,2,negative
0.0,0.0,516,33.44,367.9,67.5,7.47,53.3,25.4,25.1,58.3,198.6,2.0,20.2,90.2,0.0,18.73,39.34,7.06,1,2,positive
0.0,0.0,287,18.2,395.5,78.7,6.93,48.9,24.7,26.1,59.0,373.3,1.7,39.7,61.3,0.0,4.87,20.75,1.29,1,2,negative
0.0,0.0,370,10.44,426.8,73.3,8.26,17.2,22.7,28.8,90.8,234.8,4.2,33.4,87.9,0.287,8.24,8.61,1.12,1,2,negative
0.0,0.0,151,21.19,245.4,57.5,8.81,9.7,21.7,30.2,70.1,415.5,3.4,48.0,12.6,0.0,4.93,25.67,4.3,1,2,positive
0.0,0.0,463,22.1,591.1,80.6,8.06,21.2,19.0,19.3,51.6,414.7,2.4,28.2,30.3,0.0,4.26,23.15,3.72,1,2,positive
0.0,0.0,471,18.75,315.5,78.2,7.03,22.4,16.3,27.4,59.6,495.7,3.5,18.0,73.7,0.0,21.03,24.42,4.72,1,2,negative
0.0,0.0,82,19.15,258.3,60.0,5.54,43.9,21.4,15.4,41.2,547.0,0.5,30.6,10.7,0.0,6.41,22.47,2.85,1,2,negative
0.0,0.0,71,29.59,429.3,72.9,7.27,26.8,22.8,19.4,71.4,452.6,1.3,34.8,10.4,0.0,11.22,38.48,4.59,1,2,positive
0.0,0.0,453,22.15,287.5,79.5,6.84,49.1,20.6,17.1,38.7,303.6,2.5,33.4,94.6,0.0,5.31,27.28,3.49,1,2,positive
0.0,0.0,144,22.18,233.1,63.4,7.44,12.6,21.0,22.4,75.2,421.1,2.0,23.6,12.0,0.187,3.59,27.18,5.14,1,2,positive
0.0,0.0,504,26.52,456.2,51.5,7.31,54.5,21.8,28.0,69.1,107.7,1.3,24.7,58.0,0.58,1.54,35.74,4.84,1,2,positive
0.0,0.0,440,23.1,269.1,61.5,6.84,12.8,17.4,25.9,66.4,362.7,1.4,15.7,79.3,0.0,6.63,29.04,4.3,1,2,positive
0.0,0.0,62,25.85,373.6,67.7,5.9,70.8,30.3,23.4,55.1,359.6,3.4,21.6,26.3,0.0,15.85,30.61,5.87,1,2,positive
0.0,0.0,136,8.41,301.9,81.8,7.07,21.3,19.4,25.0,61.2,324.7,2.3,32.0,33.8,0.0,3.53,7.21,0.77,1,2,negative
0.0,0.0,524,35.34,535.0,69.5,6.93,35.9,17.4,28.0,78.9,346.0,3.1,16.6,34.9,0.214,7.87,36.93,3.44,1,2,positive
0.0,0.0,413,23.3,402.0,66.5,8.22,27.9,21.4,17.1,58.7,202.3,1.2,24.9,62.5,0.083,6.54,30.28,4.8,1,2,positive
0.0,0.0,411,15.76,662.8,61.3,7.05,6.2,16.7,18.9,77.5,477.7,2.5,26.6,47.9,0.0,28.13,14.15,2.05,0,2,invalid
0.0,0.0,236,17.53,323.1,67.4,7.82,11.4,25.8,25.6,54.4,290.7,3.6,12.9,58.2,0.218,14.47,16.32,2.26,1,2,negative
0.0,0.0,462,14.72,409.8,87.0,7.46,21.5,15.4,27.5,56.1,542.6,1.6,33.7,82.8,0.0,3.65,13.61,0.85,1,2,negative
0.0,0.0,315,16.76,487.5,59.7,7.89,12.2,16.7,26.1,62.1,294.0,2.2,23.5,14.4,0.123,6.15,14.95,1.51,1,2,negative
0.0,0.0,430,25.93,314.5,83.3,7.1,25.0,22.5,18.1,50.0,367.8,4.0,22.9,111.2,0.0,30.31,32.82,2.0,1,2,positive
0.0,0.0,450,16.69,288.3,84.2,7.09,33.6,21.8,23.8,42.4,250.0,2.9,33.3,84.1,0.0,2.39,20.8,4.02,1,2,negative
0.0,0.0,536,34.23,497.1,64.0,7.23,26.7,19.2,30.3,56.4,266.6,4.6,40.0,69.3,0.208,4.9,37.6,4.22,1,2,positive
0.0,0.0,428,30.53,531.0,80.0,5.93,39.1,23.7,24.2,60.9,389.2,0.0,29.5,12.3,0.0,7.77,35.64,4.77,0,2,invalid
0.0,0.0,253,17.96,476.6,55.5,7.64,20.2,17.8,32.4,67.8,326.4,2.1,34.1,58.5,0.0,9.02,19.46,2.24,1,2,negative
0.0,0.0,538,16.64,467.1,66.6,6.97,12.2,25.1,27.6,51.9,454.0,5.3,20.7,34.3,0.0,16.13,17.28,2.33,1,2,negative
0.0,0.0,454,21.11,341.1,71.5,6.74,27.8,31.3,21.6,77.9,257.7,3.0,9.8,82.3,0.356,25.27,28.03,2.68,1,2,positive
0.0,0.0,247,18.58,530.2,99.5,4.87,25.1,24.8,19.0,77.0,320.1,0.3,22.3,44.6,0.0,2.82,18.52,2.38,1,2,negative
0.0,0.0,422,14.85,503.9,84.2,6.96,23.1,20.3,24.0,63.5,454.4,1.3,26.6,29.2,0.141,5.28,15.0,1.62,1,2,negative
0.0,0.0,531,26.98,459.3,64.1,7.0,6.2,24.4,28.5,68.5,596.9,4.2,50.5,90.3,0.0,7.23,31.6,2.54,1,2,positive
0.0,0.0,50,19.87,319.3,74.2,6.25,5.2,21.2,29.1,60.6,345.2,0.5,28.9,43.7,0.0,8.05,26.24,3.91,1,2,negative
0.0,0.0,202,25.73,203.9,84.8,7.44,40.1,19.3,18.9,49.1,231.4,1.1,35.9,72.7,0.218,26.4,28.36,1.74,1,2,positive
0.0,0.0,56,13.91,328.2,59.6,7.63,14.4,23.9,23.5,58.0,659.5,0.5,29.9,66.1,0.197,15.23,12.56,0.83,1,2,negative
0.0,0.0,519,30.79,173.1,80.3,7.3,1.5,24.6,23.2,79.3,349.4,5.2,27.0,148.6,0.328,15.31,40.88,2.29,1,2,invalid
0.0,0.0,531,16.54,480.5,66.1,7.87,67.1,22.3,31.9,46.4,492.2,2.4,37.9,11.9,0.293,11.63,20.47,1.66,0,2,invalid
0.0,0.0,521,34.59,346.7,78.8,7.77,6.2,23.4,26.1,77.1,295.0,3.0,37.3,43.2,0.433,3.4,39.89,7.5,1,2,positive
0.0,0.0,501,29.24,346.3,74.5,7.77,7.3,19.7,23.2,55.3,206.8,3.6,34.3,27.1,0.0,7.22,31.2,3.41,1,2,positive
0.0,0.0,329,21.11,400.9,68.0,6.47,15.1,22.0,28.4,56.5,342.3,1.8,5.9,48.5,0.0,6.9,26.51,2.55,1,2,positive
0.0,0.0,340,22.12,450.6,65.8,7.39,7.1,15.7,27.0,68.8,387.1,1.4,45.7,23.4,0.34,7.23,29.47,1.94,1,2,positive
0.0,0.0,111,35.49,391.7,58.9,6.02,29.8,21.6,25.7,41.4,610.6,1.9,25.8,65.3,0.0,12.93,36.89,6.38,1,2,positive
0.0,0.0,342,27.93,373.9,65.1,6.94,42.6,24.4,22.8,92.5,227.3,3.7,14.6,75.0,0.0,0.5,37.14,3.04,1,2,positive
0.0,0.0,112,14.73,471.7,63.7,7.01,33.6,29.3,28.2,68.9,402.1,0.3,32.8,27.3,0.0,7.57,14.31,1.5,1,2,negative
0.0,0.0,537,21.79,399.0,75.1,6.35,14.8,26.4,23.2,67.4,255.1,2.8,32.1,28.5,0.0,7.87,27.59,4.77,1,2,positive
0.0,0.0,319,21.88,491.9,49.5,5.99,22.4,18.6,28.5,46.8,315.1,4.8,21.5,12.5,0.0,14.26,30.15,4.26,1,2,invalid
0.0,0.0,508,25.9,309.4,57.8,6.93,35.7,23.0,27.1,49.0,370.3,3.1,33.1,70.6,0.064,19.12,35.2,4.81,1,1,positive
0.0,0.0,52,30.26,582.2,88.3,5.3,9.1,22.5,26.1,51.9,370.3,0.9,19.6,60.0,0.0,9.92,34.01,5.76,1,2,positive
0.0,0.0,265,21.32,477.2,72.8,7.32,4.9,22.1,27.7,63.8,313.7,0.9,30.3,29.1,0.244,8.17,26.15,2.97,1,2,negative
0.0,0.0,419,14.65,280.0,51.5,7.38,16.5,24.8,24.1,61.3,615.5,0.6,27.9,158.4,0.0,12.85,14.71,1.88,1,2,negative
0.0,0.0,372,23.09,470.6,71.3,7.58,15.9,25.9,29.0,57.7,490.6,0.7,41.1,35.2,0.0,8.77,27.44,2.7,1,2,positive
0.0,0.0,380,22.41,194.7,74.3,5.71,14.4,20.0,22.5,72.5,322.0,2.7,25.7,54.6,0.0,3.36,25.45,4.67,1,2,positive
0.0,0.0,18,8.52,480.6,81.0,6.04,46.6,21.4,22.3,42.6,450.9,3.8,26.6,23.8,0.0,6.98,5.91,0.5,1,2,negative
0.0,0.0,55,9.79,623.0,54.5,7.17,60.1,21.0,27.0,81.6,375.3,2.7,9.6,55.2,0.0,12.49,6.59,0.65,1,2,negative
0.0,0.0,174,16.57,496.1,68.8,7.52,21.7,18.7,24.9,53.6,265.7,1.7,21.7,30.2,0.0,4.79,17.95,2.18,1,2,negative
0.0,0.0,502,19.28,464.8,78.2,6.15,21.3,23.0,29.1,67.3,525.6,3.8,29.1,20.4,0.0,17.75,24.36,4.35,1,2,negative
0.0,0.0,156,15.48,469.0,85.0,5.94,15.6,27.4,25.4,69.7,345.5,1.9,30.5,2.8,0.0,3.16,14.34,2.63,1,2,negative
0.0,0.0,440,17.82,370.5,77.6,8.1,31.1,21.9,21.6,70.7,339.7,0.6,20.4,49.9,0.0,15.04,18.89,3.32,1,2,negative
0.0,0.0,494,14.45,470.9,53.4,8.08,86.7,24.3,19.7,64.4,344.1,0.3,33.7,11.9,0.174,7.9,8.89,0.55,1,2,negative
0.0,0.0,430,23.94,163.6,54.6,5.99,4.3,18.7,18.0,95.1,270.1,0.2,30.6,53.8,0.0,19.94,30.82,2.47,1,2,invalid
0.0,0.0,332,15.64,451.8,73.6,7.82,33.4,22.0,22.9,89.6,239.3,2.3,30.1,19.0,0.0,14.02,18.56,2.16,1,2,negative
0.0,0.0,436,13.2,325.8,73.1,8.81,15.9,27.9,22.6,62.8,285.7,5.4,24.5,59.9,0.473,4.03,9.97,0.93,1,2,negative
0.0,0.0,131,13.55,337.4,66.6,7.05,21.8,20.3,28.9,81.8,362.6,0.8,38.7,84.7,0.0,4.93,10.43,1.21,1,2,negative
0.0,0.0,189,19.4,382.6,92.8,6.74,21.2,26.2,22.3,59.4,349.7,0.6,27.7,57.5,0.133,1.55,25.1,1.98,1,2,negative
0.0,0.0,487,16.55,187.1,77.2,7.61,8.9,22.5,15.6,36.7,356.3,0.3,28.3,43.4,0.0,5.27,20.27,1.34,1,2,negative
0.0,0.0,180,29.97,289.8,64.4,7.85,19.9,21.3,29.6,42.9,603.0,0.1,35.4,49.9,0.0,12.59,34.8,5.86,1,2,positive
0.0,0.0,530,26.25,434.3,84.1,5.32,41.9,23.5,27.2,92.0,525.4,3.2,42.9,106.5,0.417,6.57,30.06,5.91,1,2,positive
0.0,0.0,17,16.23,402.5,67.6,5.84,30.9,24.4,29.5,55.0,131.7,2.3,37.1,49.1,0.0,3.58,15.94,1.82,1,2,negative
0.0,0.0,276,24.7,449.2,73.0,6.68,4.8,22.2,24.8,72.7,288.4,3.8,32.8,45.6,0.096,2.14,33.11,5.97,1,2,positive
0.0,0.0,162,8.45,353.4,63.1,8.32,11.3,17.9,19.9,73.3,581.4,2.8,35.6,57.4,0.063,8.75,8.09,0.5,1,2,negative
0.0,0.0,512,21.42,340.3,72.7,8.35,35.9,20.5,20.7,99.5,398.8,3.0,34.7,15.7,0.0,12.78,26.65,4.46,1,2,negative
0.0,0.0,116,15.74,333.7,58.5,6.74,23.0,22.2,25.3,63.6,404.6,3.2,33.4,19.1,0.291,20.66,13.31,2.61,1,2,negative
0.0,0.0,526,19.38,251.0,69.2,7.53,43.6,20.7,23.0,65.2,542.9,2.8,22.6,28.3,0.0,1.17,21.93,1.44,1,2,negative
0.0,0.0,358,28.76,461.4,71.2,5.95,16.3,25.3,19.3,77.2,399.8,0.3,38.7,99.3,0.0,11.67,31.93,6.27,1,2,positive
0.0,0.0,518,28.53,272.8,77.4,6.87,41.4,22.4,21.7,52.6,174.4,2.9,41.1,10.5,0.0,5.14,34.23,6.19,1,2,positive
0.0,0.0,204,20.49,363.4,75.4,6.49,12.7,21.7,31.8,64.1,267.1,2.2,27.1,7.5,0.198,1.51,25.91,5.07,1,2,positive
0.0,0.0,330,27.1,317.0,80.7,6.83,11.5,17.5,16.0,71.1,395.9,0.8,35.4,60.3,0.209,20.83,33.7,5.61,1,2,positive
0.0,0.0,512,26.95,460.1,59.6,7.13,38.3,28.7,23.2,52.5,358.7,1.8,27.9,29.5,0.0,3.64,34.57,3.31,1,2,positive
0.0,0.0,204,16.04,487.7,67.6,6.26,20.8,20.9,21.4,81.7,487.4,3.1,19.2,131.6,0.0,13.41,17.89,3.06,1,2,negative
0.0,0.0,61,22.22,260.3,68.2,6.47,32.6,24.7,30.7,55.2,93.6,1.5,25.8,63.4,0.0,17.71,28.55,5.32,1,2,negative
0.0,0.0,355,22.1,450.1,74.5,7.74,15.6,18.0,22.1,60.3,614.4,0.5,21.8,26.9,0.0,6.67,26.91,1.72,1,2,positive
0.0,0.0,485,21.19,439.9,57.6,6.96,14.1,17.3,24.3,52.0,123.9,2.6,36.4,64.3,0.0,2.54,21.53,1.29,1,2,positive
0.0,0.0,46,22.29,508.8,60.1,7.86,12.1,19.3,31.4,43.8,10.0,0.4,35.0,53.9,0.0,9.18,26.87,3.35,1,2,positive
0.0,0.0,410,19.99,447.9,62.7,7.62,10.9,24.5,24.4,69.5,425.7,4.7,32.9,31.1,0.297,17.1,22.37,1.8,1,2,negative
0.0,0.0,298,21.9,513.9,70.5,6.37,3.7,18.9,23.7,77.9,426.3,4.5,26.6,46.0,0.0,12.85,28.24,3.62,1,2,positive
0.0,0.0,507,11.77,398.7,95.0,6.61,36.0,23.1,24.4,50.2,503.5,0.2,28.1,11.0,0.201,22.26,12.49,1.58,0,2,invalid
0.0,0.0,10,24.63,440.5,74.7,6.87,44.3,17.1,24.5,88.6,400.9,2.6,17.1,108.3,0.0,11.07,31.34,5.93,1,2,positive
0.0,0.0,268,15.82,599.5,64.6,6.19,2.0,20.3,27.1,50.3,415.1,2.1,33.8,34.8,0.0,2.88,20.75,3.37,1,2,negative
0.0,0.0,176,23.68,430.6,66.8,5.65,6.4,21.9,26.6,62.6,595.6,4.8,31.2,138.2,0.246,11.86,30.69,5.36,1,2,positive
0.0,0.0,281,9.85,305.9,55.4,8.15,13.1,25.8,18.3,61.5,139.9,1.2,33.8,112.2,0.0,18.96,4.22,0.5,1,2,negative
0.0,0.0,121,21.1,382.7,85.6,7.15,21.1,25.9,30.3,32.6,350.9,2.1,12.3,56.5,0.102,3.83,22.45,2.74,1,2,negative
0.0,0.0,348,29.17,447.2,64.5,6.89,45.0,24.0,16.6,70.2,430.7,0.5,26.5,102.0,0.0,4.14,35.08,6.11,1,2,positive
0.0,0.0,299,23.45,312.6,51.1,7.73,13.2,19.2,26.2,78.2,423.1,4.2,21.6,40.6,0.0,1.96,31.51,3.33,1,2,positive
0.0,0.0,178,18.86,630.9,66.1,7.05,17.9,17.6,29.0,92.0,409.2,0.1,27.4,31.9,0.322,21.51,21.82,3.5,1,2,negative
0.0,0.0,301,18.92,436.7,66.5,7.09,26.1,18.7,24.5,29.0,437.7,2.5,32.8,97.4,0.0,6.87,19.56,3.26,1,2,negative
0.0,0.0,239,23.0,287.4,50.4,7.24,15.9,16.2,18.9,77.1,360.4,0.0,21.3,14.2,0.438,10.59,31.48,4.29,1,2,positive
0.0,0.0,264,14.5,572.3,54.3,8.13,13.9,22.1,29.3,68.6,347.4,4.2,35.8,36.1,0.181,2.67,13.9,2.11,1,2,negative
0.0,0.0,483,18.7,342.0,65.6,7.57,6.8,19.1,20.0,59.3,270.1,3.6,23.8,51.0,0.0,12.4,23.62,2.94,1,2,negative
0.0,0.0,85,25.57,503.4,75.6,7.56,16.6,26.4,30.9,87.0,420.9,0.5,45.4,15.9,0.0,4.06,31.92,3.45,1,2,positive
0.0,0.0,338,25.41,534.1,53.1,6.29,57.8,16.3,18.0,47.0,208.2,0.8,27.0,26.3,0.0,12.44,29.41,3.25,1,1,positive
0.0,0.0,213,15.59,462.3,76.4,8.55,26.5,26.8,27.5,50.9,324.9,2.1,35.7,100.4,0.0,9.74,17.78,2.61,1,2,negative
0.0,0.0,269,27.24,301.1,53.6,7.34,14.9,16.5,31.0,58.1,474.1,1.4,48.5,12.9,0.0,16.59,36.8,2.38,1,2,positive
0.0,0.0,451,14.13,378.1,64.4,6.22,16.0,20.3,26.3,51.7,352.6,2.3,10.6,67.6,0.274,2.21,15.62,1.39,1,2,negative
0.0,0.0,396,24.99,537.8,61.6,5.19,9.8,23.2,24.9,42.0,323.2,4.5,17.7,87.2,0.08,9.31,26.09,3.11,1,2,positive
0.0,0.0,240,14.62,301.6,71.4,5.78,18.9,23.9,28.4,59.1,436.9,0.6,33.0,31.3,0.0,11.53,12.87,1.68,1,2,negative
0.0,0.0,17,37.18,597.1,74.6,6.08,16.3,22.8,28.5,59.7,357.6,3.2,41.3,54.7,0.0,14.91,37.58,5.17,1,2,positive
0.0,0.0,144,24.15,355.4,72.9,7.55,5.1,21.3,32.2,44.2,261.3,1.0,19.9,70.8,0.0,20.44,32.42,5.69,1,2,positive
0.0,0.0,353,13.1,431.0,67.1,4.77,26.9,22.7,20.8,46.5,376.7,0.8,31.3,97.6,0.0,3.76,8.82,1.59,1,2,negative
0.0,0.0,477,21.65,556.1,69.8,6.96,7.6,29.2,21.1,52.7,608.3,5.4,39.3,12.6,0.0,2.36,26.95,4.19,1,2,positive
0.0,0.0,391,24.43,363.9,71.9,6.49,14.6,16.8,25.3,73.2,411.4,1.4,36.9,49.5,0.178,10.45,32.08,2.22,1,2,positive
0.0,0.0,414,24.32,551.6,82.4,6.53,11.4,21.1,26.8,73.9,215.7,3.7,48.5,50.2,0.0,16.94,32.41,3.18,1,2,positive
0.0,0.0,386,19.66,461.1,72.2,6.96,40.2,22.0,24.8,87.5,207.4,6.1,27.6,113.2,0.169,4.15,26.96,5.29,1,2,negative
0.0,0.0,237,18.64,692.0,55.3,7.12,8.8,24.5,19.1,38.8,270.5,3.5,26.6,32.7,0.058,4.57,23.71,3.04,1,2,negative
0.0,0.0,374,17.74,117.1,63.7,7.39,30.4,24.3,31.1,46.7,293.7,0.6,27.5,132.3,0.0,20.67,21.03,2.9,1,0,invalid
0.0,0.0,523,20.17,502.4,63.1,5.27,40.0,15.7,24.3,49.7,611.4,4.4,22.3,83.0,0.0,7.94,23.23,2.11,1,2,negative
0.0,0.0,88,9.83,356.3,74.7,7.15,24.4,28.3,25.3,45.9,138.7,1.5,30.7,18.6,0.0,11.18,11.18,1.8,1,2,negative
0.0,0.0,538,27.31,483.8,88.9,6.67,36.0,25.5,21.6,40.4,256.6,5.0,33.6,80.5,0.446,4.82,32.64,2.05,1,2,positive
0.0,0.0,278,3.2,341.2,69.8,7.46,31.2,15.1,30.2,27.2,321.0,0.6,21.3,25.7,0.0,0.5,0.0,0.5,1,2,negative
0.0,0.0,51,16.86,405.5,71.8,7.34,9.1,22.9,25.4,60.5,344.0,3.1,28.4,115.7,0.0,1.04,17.64,1.14,1,2,negative
0.0,0.0,397,31.43,605.9,78.6,5.7,31.9,17.8,22.5,72.1,290.3,2.3,24.0,59.6,0.0,4.74,36.67,6.43,1,2,positive
0.0,0.0,303,17.72,491.1,64.0,7.52,5.4,22.7,22.5,91.5,444.2,2.6,17.9,106.1,0.298,4.55,20.75,2.54,1,2,negative
0.0,0.0,147,28.25,474.4,79.8,6.8,30.4,23.8,23.7,64.0,409.7,1.6,35.7,87.0,0.0,14.76,37.81,7.08,1,2,positive
0.0,0.0,86,26.93,360.6,55.0,6.73,3.3,24.1,25.1,45.5,307.6,0.1,31.0,37.9,0.0,12.94,34.29,6.0,1,2,positive
